gene	n_ss_samples_with_upoutlier	pct_ss_samples_with_upoutlier	list_of_samples
MIAT	4	11.11111111111111	THR39_1362_S01, THR39_1366_S01, THR39_1377_S01, THR39_1374_S01
MID1	4	11.11111111111111	THR39_1367_S01, THR31_1386_S01, THR31_1392_S01, THR39_1368_S01
MMP17	4	11.11111111111111	THR39_1362_S01, THR39_1371_S01, THR31_1386_S01, THR39_1372_S01
MON2	4	11.11111111111111	THR39_1371_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01
MSLN	4	11.11111111111111	TCGA-DX-A7EO-01, THR39_1365_S01, THR39_1377_S01, TCGA-DX-A7EQ-01
NDNF	4	11.11111111111111	THR39_1361_S01, THR39_1363_S01, THR39_1370_S01, THR39_1375_S01
NEFH	4	11.11111111111111	TCGA-FX-A8OO-01, THR39_1363_S01, THR31_1392_S01, THR39_1374_S01
NGFR	4	11.11111111111111	TCGA-FX-A8OO-01, TH03_0112_S02, THR39_1367_S01, THR39_1371_S01
NLGN2	4	11.11111111111111	THR39_1360_S01, THR39_1371_S01, TH27_0976_S01, THR39_1368_S01
NSMF	4	11.11111111111111	TH03_0112_S01, TH03_0112_S02, THR39_1364_S01, THR31_1386_S01
NTN1	4	11.11111111111111	TH03_0112_S01, THR39_1367_S01, THR31_1386_S01, THR39_1368_S01
PCDHB10	4	11.11111111111111	TH03_0112_S02, THR39_1367_S01, THR39_1377_S01, THR39_1368_S01
PHF23	4	11.11111111111111	TH03_0112_S01, THR39_1371_S01, TH27_0976_S01, THR39_1372_S01
PNISR	4	11.11111111111111	THR39_1375_S01, THR39_1376_S01, THR39_1368_S01, THR39_1369_S01
PRKD3	4	11.11111111111111	THR39_1363_S01, THR39_1370_S01, TH27_0976_S01, THR39_1374_S01
PRRT1	4	11.11111111111111	TCGA-DX-AB3B-01, TCGA-DX-A7ER-01, THR31_1386_S01, THR39_1368_S01
PRRX2	4	11.11111111111111	TCGA-MJ-A850-01, TH03_0112_S01, THR31_1386_S01, TH27_0976_S01
RAB28	4	11.11111111111111	TCGA-DX-AB3B-01, TH03_0112_S02, THR39_1367_S01, THR39_1372_S01
RHOJ	4	11.11111111111111	THR39_1364_S01, THR39_1371_S01, TH03_0156_S01, THR39_1369_S01
RP1-20B21.4	4	11.11111111111111	TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, THR39_1378_S01, TCGA-DX-A7EQ-01
RP11-234G16.4	4	11.11111111111111	THR39_1360_S01, THR39_1367_S01, THR39_1368_S01, THR39_1369_S01
RP11-466H18.1	4	11.11111111111111	TH03_0112_S02, THR31_1386_S01, THR31_1393_S01, TCGA-DX-A7EQ-01
RP11-680F20.12	4	11.11111111111111	TH03_0112_S01, TH03_0112_S02, THR31_1386_S01, THR31_1393_S01
RPL13P12	4	11.11111111111111	THR39_1366_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01
RPRM	4	11.11111111111111	TCGA-X6-A8C7-01, TCGA-Z4-AAPF-01, THR39_1362_S01, THR39_1368_S01
RSL1D1	4	11.11111111111111	THR39_1363_S01, THR31_1392_S01, THR31_1393_S01, THR39_1374_S01
SACS	4	11.11111111111111	TCGA-Z4-AAPF-01, THR39_1363_S01, THR39_1370_S01, THR39_1372_S01
SCARF2	4	11.11111111111111	THR39_1360_S01, THR39_1371_S01, THR31_1386_S01, TH27_0976_S01
SIX5	4	11.11111111111111	TH03_0112_S01, TH03_0112_S02, THR31_1386_S01, THR39_1368_S01
SYCE1	4	11.11111111111111	TCGA-MJ-A850-01, TCGA-DX-AB3C-01, TCGA-WK-A8XT-01, THR39_1376_S01
SYNGAP1	4	11.11111111111111	THR39_1360_S01, THR31_1386_S01, THR39_1368_S01, THR39_1369_S01
TMEM185A	4	11.11111111111111	THR39_1364_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01
TNNT3	4	11.11111111111111	TCGA-MJ-A850-01, TCGA-FX-A8OO-01, TCGA-Z4-AAPF-01, TCGA-DX-A7EQ-01
UBTF	4	11.11111111111111	TCGA-X6-A8C7-01, THR39_1360_S01, THR31_1386_S01, THR39_1369_S01
ZDHHC17	4	11.11111111111111	THR39_1371_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01
ZFHX3	4	11.11111111111111	THR39_1364_S01, THR39_1373_S01, THR31_1386_S01, THR31_1393_S01
ZNF521	4	11.11111111111111	TCGA-X6-A8C7-01, THR39_1363_S01, THR39_1367_S01, THR31_1386_S01
ZNF711	4	11.11111111111111	THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1369_S01
ABCA7	3	8.333333333333332	TCGA-DX-AB3C-01, THR39_1378_S01, TCGA-DX-A7EQ-01
ABL1	3	8.333333333333332	THR39_1367_S01, THR31_1386_S01, TH27_0976_S01
AC004057.1	3	8.333333333333332	THR31_1386_S01, THR31_1392_S01, THR31_1393_S01
ADAMTS10	3	8.333333333333332	TCGA-X6-A8C7-01, THR39_1360_S01, THR39_1368_S01
ADAMTS9	3	8.333333333333332	TCGA-DX-A7ER-01, THR39_1370_S01, THR39_1368_S01
ADCK4	3	8.333333333333332	TCGA-X6-A8C7-01, TH03_0156_S01, THR39_1368_S01
ADRA2C	3	8.333333333333332	TCGA-X6-A8C7-01, THR39_1365_S01, TCGA-DX-A7EQ-01
ALDH1A3	3	8.333333333333332	THR39_1365_S01, THR39_1367_S01, THR39_1375_S01
ANGPT2	3	8.333333333333332	TCGA-WK-A8XT-01, THR39_1366_S01, THR31_1392_S01
ANKRD13B	3	8.333333333333332	THR39_1376_S01, THR31_1386_S01, THR39_1368_S01
ANKRD32	3	8.333333333333332	THR39_1363_S01, THR39_1364_S01, THR39_1374_S01
APBB2	3	8.333333333333332	THR39_1361_S01, TH27_0976_S01, THR39_1369_S01
APCDD1	3	8.333333333333332	THR39_1363_S01, THR39_1364_S01, THR39_1374_S01
APCDD1L	3	8.333333333333332	TCGA-WK-A8XT-01, THR39_1361_S01, THR39_1375_S01
ASB1	3	8.333333333333332	TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-DX-A7EQ-01
ATP1A2	3	8.333333333333332	TCGA-Z4-AAPF-01, THR39_1364_S01, THR31_1392_S01
AUTS2	3	8.333333333333332	TCGA-X6-A8C7-01, THR31_1386_S01, THR31_1393_S01
AXIN2	3	8.333333333333332	THR39_1363_S01, THR39_1364_S01, THR39_1374_S01
BMI1	3	8.333333333333332	THR39_1361_S01, THR39_1366_S01, THR39_1370_S01
BMPR1B	3	8.333333333333332	THR39_1364_S01, THR31_1386_S01, THR39_1372_S01
C11orf95	3	8.333333333333332	THR39_1364_S01, THR39_1370_S01, THR39_1374_S01
C17orf85	3	8.333333333333332	THR39_1371_S01, THR39_1368_S01, THR39_1372_S01
CA10	3	8.333333333333332	TCGA-DX-A7ER-01, TH03_0112_S01, THR39_1360_S01
CALY	3	8.333333333333332	TCGA-Z4-AAPF-01, THR39_1362_S01, TCGA-DX-A7EQ-01
CCDC23	3	8.333333333333332	TCGA-DX-A7ER-01, TH03_0112_S01, THR39_1360_S01
CD7	3	8.333333333333332	THR39_1362_S01, THR39_1377_S01, THR31_1393_S01
CDK14	3	8.333333333333332	THR39_1363_S01, THR39_1370_S01, THR39_1374_S01
CIC	3	8.333333333333332	TCGA-X6-A8C7-01, THR39_1360_S01, THR31_1386_S01
CLDN11	3	8.333333333333332	THR39_1361_S01, THR39_1366_S01, THR39_1367_S01
COL27A1	3	8.333333333333332	THR39_1373_S01, THR31_1393_S01, TH27_0976_S01
CPED1	3	8.333333333333332	THR39_1363_S01, THR31_1392_S01, THR39_1374_S01
CRISPLD1	3	8.333333333333332	THR39_1360_S01, THR31_1392_S01, THR39_1369_S01
CRY1	3	8.333333333333332	THR39_1362_S01, THR39_1369_S01, THR39_1372_S01
CSNK1G3	3	8.333333333333332	THR39_1363_S01, THR39_1367_S01, THR39_1370_S01
CXCL12	3	8.333333333333332	TCGA-DX-AB3B-01, THR39_1371_S01, THR39_1369_S01
DCHS1	3	8.333333333333332	TH27_0976_S01, THR39_1368_S01, THR39_1369_S01
DLX6	3	8.333333333333332	TCGA-DX-AB3C-01, THR39_1377_S01, TH27_0976_S01
DNAJC17	3	8.333333333333332	TCGA-DX-AB3C-01, TH03_0112_S01, THR31_1386_S01
EEF2	3	8.333333333333332	TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-DX-A7EQ-01
EFNA5	3	8.333333333333332	THR39_1364_S01, THR39_1376_S01, THR39_1374_S01
EGFLAM	3	8.333333333333332	TCGA-FX-A8OO-01, THR39_1368_S01, THR39_1369_S01
EN1	3	8.333333333333332	TCGA-DX-AB3C-01, THR39_1366_S01, THR39_1376_S01
ENC1	3	8.333333333333332	THR39_1367_S01, THR39_1375_S01, THR39_1368_S01
EPHA7	3	8.333333333333332	THR39_1363_S01, THR39_1364_S01, THR39_1372_S01
FAM163B	3	8.333333333333332	TCGA-X6-A8C7-01, THR39_1361_S01, THR39_1372_S01
FGFBP1	3	8.333333333333332	TCGA-MJ-A850-01, THR39_1365_S01, THR39_1377_S01
FJX1	3	8.333333333333332	TCGA-DX-A7ER-01, TCGA-WK-A8XT-01, THR39_1368_S01
FMO1	3	8.333333333333332	THR39_1361_S01, THR39_1365_S01, THR39_1375_S01
FMO2	3	8.333333333333332	THR39_1361_S01, THR39_1365_S01, THR39_1375_S01
GADD45G	3	8.333333333333332	TCGA-DX-AB3C-01, THR31_1386_S01, TCGA-DX-A7EQ-01
GAS5	3	8.333333333333332	TCGA-FX-A8OO-01, THR39_1363_S01, THR39_1374_S01
GATAD1	3	8.333333333333332	TCGA-FX-A8OO-01, THR39_1370_S01, THR39_1376_S01
GFRA2	3	8.333333333333332	TCGA-FX-A8OO-01, THR31_1392_S01, TH03_0156_S01
GOLGA2	3	8.333333333333332	THR39_1360_S01, THR31_1386_S01, TH27_0976_S01
GPAT2	3	8.333333333333332	TCGA-DX-AB3C-01, THR39_1364_S01, THR39_1373_S01
GPM6B	3	8.333333333333332	TH03_0112_S01, THR31_1386_S01, THR39_1368_S01
GPRASP1	3	8.333333333333332	THR39_1371_S01, THR39_1369_S01, THR39_1372_S01
HDAC6	3	8.333333333333332	THR39_1360_S01, THR39_1362_S01, THR39_1378_S01
HIC1	3	8.333333333333332	TCGA-FX-A8OO-01, THR31_1386_S01, THR31_1392_S01
HOXB5	3	8.333333333333332	TCGA-DX-A7ER-01, TCGA-FX-A8OO-01, THR39_1369_S01
ID3	3	8.333333333333332	TCGA-X6-A8C7-01, TH27_0976_S01, THR39_1369_S01
IL13RA2	3	8.333333333333332	TCGA-DX-AB3B-01, THR39_1372_S01, TCGA-DX-A7EQ-01
IMPDH2	3	8.333333333333332	TCGA-MJ-A850-01, TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
INPP5F	3	8.333333333333332	THR39_1360_S01, THR39_1366_S01, THR39_1374_S01
JUN	3	8.333333333333332	TCGA-Z4-AAPF-01, THR39_1367_S01, THR39_1371_S01
JUND	3	8.333333333333332	TCGA-Z4-AAPF-01, THR39_1371_S01, THR39_1369_S01
KCNA1	3	8.333333333333332	TCGA-MJ-A850-01, THR39_1371_S01, THR39_1372_S01
KHDRBS1	3	8.333333333333332	THR39_1363_S01, THR39_1370_S01, THR39_1374_S01
KIF26A	3	8.333333333333332	TCGA-WK-A8XT-01, THR31_1386_S01, THR39_1372_S01
KLK5	3	8.333333333333332	THR39_1365_S01, THR39_1375_S01, THR39_1377_S01
LEMD3	3	8.333333333333332	THR39_1364_S01, THR39_1373_S01, TH27_0976_S01
LHFPL2	3	8.333333333333332	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, THR39_1368_S01
LMO4	3	8.333333333333332	TCGA-DX-AB3C-01, THR39_1366_S01, THR39_1367_S01
LTV1	3	8.333333333333332	TCGA-DX-AB3B-01, TH03_0156_S01, THR39_1368_S01
MAGEA9B	3	8.333333333333332	TH03_0112_S01, THR39_1362_S01, THR39_1364_S01
MAML1	3	8.333333333333332	TH03_0112_S02, THR31_1386_S01, TH27_0976_S01
MEIS1	3	8.333333333333332	THR39_1365_S01, THR39_1375_S01, THR31_1392_S01
MEOX2-AS1	3	8.333333333333332	TCGA-WK-A8XT-01, THR39_1360_S01, THR39_1373_S01
MEST	3	8.333333333333332	TCGA-X6-A8C7-01, THR31_1393_S01, THR39_1369_S01
MORF4L2	3	8.333333333333332	THR39_1364_S01, THR39_1369_S01, THR39_1372_S01
MUC6	3	8.333333333333332	TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, THR39_1362_S01
MUM1	3	8.333333333333332	TCGA-X6-A8C7-01, THR39_1362_S01, THR39_1368_S01
MYOM2	3	8.333333333333332	TCGA-Z4-AAPF-01, THR39_1362_S01, THR39_1364_S01
NBEA	3	8.333333333333332	THR39_1363_S01, THR39_1364_S01, THR39_1374_S01
NEFL	3	8.333333333333332	TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, THR39_1377_S01
NEU4	3	8.333333333333332	THR39_1362_S01, THR31_1386_S01, TCGA-DX-A7EQ-01
NFATC1	3	8.333333333333332	THR39_1362_S01, THR31_1386_S01, THR39_1372_S01
NR2F1-AS1	3	8.333333333333332	THR39_1363_S01, THR39_1373_S01, THR39_1376_S01
NR2F2-AS1	3	8.333333333333332	TCGA-FX-A8OO-01, THR39_1373_S01, THR39_1374_S01
NR5A2	3	8.333333333333332	THR39_1370_S01, THR31_1392_S01, THR39_1374_S01
NTRK3	3	8.333333333333332	THR39_1367_S01, THR39_1373_S01, THR31_1393_S01
NXT2	3	8.333333333333332	THR39_1364_S01, THR39_1368_S01, THR39_1372_S01
PAX9	3	8.333333333333332	THR39_1371_S01, THR39_1373_S01, THR39_1372_S01
PCDHB14	3	8.333333333333332	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-WK-A8XT-01
PCDHGB7	3	8.333333333333332	THR39_1362_S01, THR39_1376_S01, THR31_1392_S01
PENK	3	8.333333333333332	TCGA-Z4-AAPF-01, THR39_1364_S01, THR39_1368_S01
PHC1	3	8.333333333333332	THR39_1371_S01, TH27_0976_S01, THR39_1368_S01
PKD1	3	8.333333333333332	TCGA-X6-A8C7-01, THR39_1360_S01, TH03_0156_S01
PNLDC1	3	8.333333333333332	TCGA-DX-AB3B-01, TCGA-DX-AB3C-01, THR39_1369_S01
PRR3	3	8.333333333333332	THR31_1386_S01, THR31_1393_S01, THR39_1374_S01
PTBP2	3	8.333333333333332	THR39_1363_S01, THR39_1370_S01, THR39_1374_S01
R3HDM2	3	8.333333333333332	THR39_1370_S01, TH27_0976_S01, THR39_1369_S01
RARB	3	8.333333333333332	THR39_1363_S01, THR39_1367_S01, THR39_1374_S01
RASSF8	3	8.333333333333332	THR39_1363_S01, THR39_1370_S01, THR39_1374_S01
RNU2-2P	3	8.333333333333332	THR39_1361_S01, THR39_1362_S01, THR39_1370_S01
RP11-402P6.13	3	8.333333333333332	TCGA-DX-A7ER-01, THR39_1372_S01, THR39_1378_S01
RP11-44N12.5	3	8.333333333333332	THR39_1363_S01, THR39_1364_S01, TCGA-DX-A7EQ-01
RP11-496I9.1	3	8.333333333333332	THR39_1373_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
RP11-734K23.9	3	8.333333333333332	THR39_1371_S01, THR39_1373_S01, THR39_1378_S01
RP3-508I15.18	3	8.333333333333332	TCGA-DX-A7ER-01, THR31_1393_S01, TCGA-DX-A7EQ-01
RPL13A	3	8.333333333333332	TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
RRAGB	3	8.333333333333332	THR39_1360_S01, THR39_1369_S01, THR39_1372_S01
RUNX2	3	8.333333333333332	THR39_1366_S01, THR39_1367_S01, THR39_1371_S01
RYBP	3	8.333333333333332	THR39_1361_S01, THR39_1366_S01, THR39_1367_S01
SEMA3A	3	8.333333333333332	TCGA-WK-A8XT-01, THR31_1392_S01, THR39_1368_S01
SEMA6C	3	8.333333333333332	TCGA-DX-A7ER-01, TCGA-Z4-AAPF-01, THR39_1373_S01
SENP7	3	8.333333333333332	THR39_1360_S01, THR39_1368_S01, THR39_1369_S01
SLIT2	3	8.333333333333332	TH27_0976_S01, THR39_1369_S01, TCGA-DX-A7EQ-01
SNCAIP	3	8.333333333333332	TCGA-DX-A7ER-01, TH03_0112_S01, THR39_1360_S01
STAG2	3	8.333333333333332	THR39_1364_S01, THR39_1369_S01, THR39_1372_S01
SULT1C4	3	8.333333333333332	THR39_1364_S01, THR39_1366_S01, TH27_0976_S01
SUSD2	3	8.333333333333332	THR39_1376_S01, TH03_0156_S01, THR39_1374_S01
TBX2	3	8.333333333333332	TCGA-MJ-A850-01, THR39_1366_S01, THR39_1373_S01
TCEAL5	3	8.333333333333332	TCGA-DX-AB3B-01, THR39_1371_S01, TCGA-DX-A7EQ-01
TCEAL8	3	8.333333333333332	THR39_1364_S01, THR39_1371_S01, THR39_1372_S01
TCF4	3	8.333333333333332	TCGA-X6-A8C7-01, THR39_1368_S01, THR39_1369_S01
THRA	3	8.333333333333332	TCGA-X6-A8C7-01, TH03_0112_S01, THR39_1360_S01
THSD4	3	8.333333333333332	THR39_1361_S01, THR39_1365_S01, THR39_1375_S01
TIAL1	3	8.333333333333332	THR39_1373_S01, THR39_1376_S01, THR39_1368_S01
TLE3	3	8.333333333333332	TCGA-X6-A8C7-01, THR39_1366_S01, THR31_1386_S01
TMEM256-PLSCR3	3	8.333333333333332	TH03_0112_S01, TH03_0112_S02, TH27_0976_S01
TMTC2	3	8.333333333333332	TCGA-Z4-AAPF-01, THR39_1360_S01, THR39_1369_S01
TPT1-AS1	3	8.333333333333332	TCGA-X6-A8C7-01, THR39_1360_S01, THR39_1369_S01
TSPAN11	3	8.333333333333332	THR39_1361_S01, THR39_1371_S01, THR39_1373_S01
TTLL3	3	8.333333333333332	THR39_1365_S01, THR39_1373_S01, THR39_1378_S01
UPK3B	3	8.333333333333332	TCGA-DX-A7EO-01, TH03_0112_S02, THR39_1365_S01
VSTM2B	3	8.333333333333332	TCGA-FX-A8OO-01, THR39_1371_S01, THR39_1372_S01
WNT5B	3	8.333333333333332	TCGA-DX-A7EO-01, TCGA-DX-AB3C-01, THR31_1386_S01
XIAP	3	8.333333333333332	THR39_1364_S01, THR39_1369_S01, THR39_1372_S01
XXYLT1	3	8.333333333333332	TH03_0112_S01, THR39_1368_S01, THR39_1372_S01
YBX2	3	8.333333333333332	TCGA-DX-AB3C-01, TH03_0112_S01, TH03_0112_S02
ZIC1	3	8.333333333333332	THR39_1364_S01, THR39_1373_S01, TH27_0976_S01
ZIC5	3	8.333333333333332	THR39_1371_S01, THR39_1376_S01, THR39_1372_S01
AC002398.12	2	5.555555555555555	THR39_1378_S01, TCGA-DX-A7EQ-01
AC005154.6	2	5.555555555555555	THR39_1361_S01, THR39_1377_S01
AC006011.4	2	5.555555555555555	THR31_1386_S01, THR31_1393_S01
AC016708.2	2	5.555555555555555	TCGA-DX-A7EO-01, TCGA-FX-A8OO-01
ACAD11	2	5.555555555555555	THR39_1373_S01, THR39_1368_S01
ACAN	2	5.555555555555555	TCGA-MJ-A850-01, TCGA-DX-A7ER-01
ACTG1	2	5.555555555555555	THR31_1386_S01, THR31_1393_S01
ADAMTSL1	2	5.555555555555555	TH27_0976_S01, THR39_1368_S01
ADCYAP1	2	5.555555555555555	THR39_1362_S01, THR39_1377_S01
ADGRL2	2	5.555555555555555	TCGA-X6-A8C7-01, THR39_1360_S01
ADRA2A	2	5.555555555555555	THR39_1363_S01, THR39_1364_S01
AGAP2	2	5.555555555555555	THR31_1386_S01, TH27_0976_S01
AKR7A2	2	5.555555555555555	TCGA-DX-AB3B-01, THR39_1376_S01
AKT1S1	2	5.555555555555555	TH03_0112_S01, TH03_0112_S02
ALDH7A1	2	5.555555555555555	THR31_1392_S01, TH03_0156_S01
ALOX15	2	5.555555555555555	TCGA-DX-A7EO-01, THR39_1365_S01
APLN	2	5.555555555555555	TCGA-FX-A8OO-01, TH03_0156_S01
ATHL1	2	5.555555555555555	THR39_1365_S01, THR39_1377_S01
ATP1B2	2	5.555555555555555	THR39_1362_S01, THR31_1392_S01
ATP6V1G2-DDX39B	2	5.555555555555555	THR31_1386_S01, THR31_1392_S01
ATXN2	2	5.555555555555555	THR31_1386_S01, TH27_0976_S01
AVPR1A	2	5.555555555555555	THR31_1392_S01, THR39_1368_S01
B3GALT6	2	5.555555555555555	TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
BAIAP3	2	5.555555555555555	THR39_1362_S01, THR39_1372_S01
BCL2	2	5.555555555555555	THR39_1368_S01, THR39_1369_S01
BCL7C	2	5.555555555555555	TH03_0112_S01, TCGA-DX-A7EQ-01
BNC2	2	5.555555555555555	THR39_1371_S01, THR39_1377_S01
BNIPL	2	5.555555555555555	TCGA-DX-A7EO-01, THR39_1372_S01
BOC	2	5.555555555555555	THR39_1367_S01, THR39_1368_S01
C17orf49	2	5.555555555555555	TH03_0112_S01, TCGA-DX-A7EQ-01
C19orf43	2	5.555555555555555	TH03_0112_S01, TH03_0112_S02
C1QTNF4	2	5.555555555555555	TCGA-DX-A7ER-01, THR31_1386_S01
C2CD4C	2	5.555555555555555	TCGA-X6-A8C7-01, THR39_1378_S01
C3orf58	2	5.555555555555555	THR39_1366_S01, THR39_1367_S01
C6orf15	2	5.555555555555555	TCGA-X6-A8C7-01, THR39_1375_S01
C9orf3	2	5.555555555555555	THR39_1365_S01, THR39_1375_S01
CA14	2	5.555555555555555	THR39_1362_S01, THR39_1370_S01
CA3	2	5.555555555555555	TCGA-Z4-AAPF-01, THR39_1372_S01
CA8	2	5.555555555555555	TH03_0112_S01, TH03_0112_S02
CABP7	2	5.555555555555555	THR39_1362_S01, THR39_1372_S01
CALCOCO1	2	5.555555555555555	THR31_1386_S01, TH27_0976_S01
CASC10	2	5.555555555555555	TCGA-MJ-A850-01, TCGA-DX-A7EQ-01
CBLN4	2	5.555555555555555	TCGA-DX-AB3C-01, THR39_1367_S01
CCDC28B	2	5.555555555555555	TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
CCDC85B	2	5.555555555555555	TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
CCK	2	5.555555555555555	THR39_1362_S01, THR39_1372_S01
CDH15	2	5.555555555555555	TH03_0112_S01, TCGA-DX-A7EQ-01
CDH4	2	5.555555555555555	TH03_0112_S01, THR39_1372_S01
CDKN1C	2	5.555555555555555	TCGA-DX-AB3C-01, THR39_1371_S01
CEMP1	2	5.555555555555555	THR39_1378_S01, TCGA-DX-A7EQ-01
CEP162	2	5.555555555555555	THR39_1370_S01, THR31_1393_S01
CHD3	2	5.555555555555555	TCGA-X6-A8C7-01, THR39_1375_S01
COL6A1	2	5.555555555555555	TCGA-X6-A8C7-01, THR39_1362_S01
COL9A2	2	5.555555555555555	THR39_1360_S01, THR39_1371_S01
COX6B2	2	5.555555555555555	THR39_1365_S01, THR39_1377_S01
CREB5	2	5.555555555555555	THR39_1371_S01, THR39_1369_S01
CRMP1	2	5.555555555555555	THR31_1386_S01, THR39_1372_S01
CTB-43P18.1	2	5.555555555555555	TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
CTD-2545M3.2	2	5.555555555555555	TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
CUL7	2	5.555555555555555	TCGA-X6-A8C7-01, THR31_1386_S01
CYP26B1	2	5.555555555555555	THR31_1386_S01, TH27_0976_S01
DAB2	2	5.555555555555555	THR39_1370_S01, THR39_1376_S01
DCLK1	2	5.555555555555555	THR39_1363_S01, THR39_1374_S01
DDX60L	2	5.555555555555555	TH27_0976_S01, THR39_1368_S01
DPY19L4	2	5.555555555555555	THR39_1368_S01, THR39_1369_S01
DSCR8	2	5.555555555555555	TCGA-MJ-A850-01, THR39_1363_S01
DVL2	2	5.555555555555555	THR39_1371_S01, THR39_1372_S01
EGR3	2	5.555555555555555	THR39_1367_S01, THR39_1371_S01
EIF3C	2	5.555555555555555	TCGA-DX-AB3C-01, TCGA-DX-A7EQ-01
EIF3CL	2	5.555555555555555	THR31_1386_S01, THR31_1393_S01
EIF3L	2	5.555555555555555	TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
EP400	2	5.555555555555555	THR39_1371_S01, THR39_1372_S01
ERG	2	5.555555555555555	THR39_1361_S01, THR31_1386_S01
EVA1B	2	5.555555555555555	THR31_1386_S01, TCGA-DX-A7EQ-01
FAM101B	2	5.555555555555555	THR39_1371_S01, THR39_1372_S01
FAM103A2P	2	5.555555555555555	TH03_0112_S01, TH03_0112_S02
FAM168B	2	5.555555555555555	THR31_1386_S01, TH27_0976_S01
FAM19A5	2	5.555555555555555	THR39_1371_S01, THR39_1372_S01
FAM207A	2	5.555555555555555	THR39_1362_S01, TCGA-DX-A7EQ-01
FAR2P1	2	5.555555555555555	THR31_1393_S01, THR39_1372_S01
FAT4	2	5.555555555555555	THR39_1370_S01, THR31_1392_S01
FGF18	2	5.555555555555555	TCGA-DX-AB3C-01, THR39_1366_S01
FGFR1	2	5.555555555555555	TCGA-DX-AB3B-01, THR31_1386_S01
FLCN	2	5.555555555555555	THR39_1371_S01, THR39_1372_S01
FLNC	2	5.555555555555555	TCGA-Z4-AAPF-01, THR39_1364_S01
FOXH1	2	5.555555555555555	THR39_1378_S01, TCGA-DX-A7EQ-01
FOXN3	2	5.555555555555555	THR39_1363_S01, THR39_1374_S01
FRMD4A	2	5.555555555555555	TH27_0976_S01, THR39_1368_S01
FST	2	5.555555555555555	THR39_1363_S01, THR39_1374_S01
FXYD7	2	5.555555555555555	TH03_0112_S01, THR39_1378_S01
FZD10-AS1	2	5.555555555555555	THR39_1369_S01, TCGA-DX-A7EQ-01
GABBR1	2	5.555555555555555	THR39_1368_S01, THR39_1369_S01
GALNTL6	2	5.555555555555555	THR39_1363_S01, THR39_1372_S01
GBX2	2	5.555555555555555	THR39_1368_S01, THR39_1369_S01
GCGR	2	5.555555555555555	THR39_1362_S01, THR39_1365_S01
GLTSCR2	2	5.555555555555555	TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
GNG3	2	5.555555555555555	TH03_0112_S01, TCGA-DX-A7EQ-01
GRIK3	2	5.555555555555555	TH03_0112_S02, THR39_1366_S01
GRM4	2	5.555555555555555	TCGA-X6-A8C7-01, TCGA-DX-A7ER-01
H2AFB3	2	5.555555555555555	TCGA-DX-AB3C-01, TCGA-DX-A7EQ-01
HBA1	2	5.555555555555555	THR31_1392_S01, THR31_1393_S01
HERC2	2	5.555555555555555	THR39_1362_S01, THR31_1386_S01
HES4	2	5.555555555555555	THR39_1362_S01, THR39_1368_S01
HOXB-AS3	2	5.555555555555555	THR39_1362_S01, TH27_0976_S01
HOXB8	2	5.555555555555555	THR39_1362_S01, THR39_1369_S01
HOXD13	2	5.555555555555555	TCGA-X6-A8C7-01, TH03_0156_S01
HOXD4	2	5.555555555555555	THR39_1376_S01, THR39_1374_S01
HSCB	2	5.555555555555555	TCGA-DX-AB3C-01, THR39_1360_S01
IFITM5	2	5.555555555555555	THR39_1362_S01, THR39_1365_S01
IRF2BPL	2	5.555555555555555	TCGA-X6-A8C7-01, THR39_1369_S01
ITIH4	2	5.555555555555555	TCGA-Z4-AAPF-01, THR39_1378_S01
ITM2C	2	5.555555555555555	THR39_1362_S01, THR31_1386_S01
KAT2A	2	5.555555555555555	THR39_1376_S01, TH03_0156_S01
KCTD20	2	5.555555555555555	THR39_1360_S01, THR39_1369_S01
KDM5C	2	5.555555555555555	THR39_1360_S01, THR39_1372_S01
KLHDC10	2	5.555555555555555	TCGA-X6-A8C7-01, TH03_0156_S01
KLK1	2	5.555555555555555	THR39_1365_S01, THR39_1377_S01
KLK7	2	5.555555555555555	THR39_1365_S01, THR39_1377_S01
