gene	n_ss_samples_with_upoutlier	pct_ss_samples_with_upoutlier	list_of_samples
LDLRAD2	2	5.555555555555555	THR39_1378_S01, TCGA-DX-A7EQ-01
LECT1	2	5.555555555555555	THR39_1362_S01, THR39_1371_S01
LEF1	2	5.555555555555555	THR39_1363_S01, THR39_1364_S01
LHFP	2	5.555555555555555	TCGA-X6-A8C7-01, TH03_0112_S01
LIN37	2	5.555555555555555	THR39_1378_S01, TCGA-DX-A7EQ-01
LINC00893	2	5.555555555555555	THR39_1369_S01, THR39_1372_S01
LINC01436	2	5.555555555555555	TCGA-DX-A7EO-01, THR39_1375_S01
LPAR1	2	5.555555555555555	TH27_0976_S01, THR39_1368_S01
LYPD1	2	5.555555555555555	TH27_0976_S01, THR39_1368_S01
LYPD2	2	5.555555555555555	TCGA-DX-A7EO-01, THR39_1362_S01
LZTR1	2	5.555555555555555	TH03_0156_S01, THR39_1368_S01
MAD1L1	2	5.555555555555555	THR39_1362_S01, TCGA-DX-A7EQ-01
MATN4	2	5.555555555555555	TCGA-DX-AB3B-01, THR39_1371_S01
MBD5	2	5.555555555555555	THR31_1386_S01, TH27_0976_S01
MBD6	2	5.555555555555555	THR39_1362_S01, TH27_0976_S01
MCM3AP	2	5.555555555555555	THR31_1386_S01, THR39_1368_S01
MED16	2	5.555555555555555	TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
METTL13	2	5.555555555555555	TCGA-FX-A8OO-01, TH03_0156_S01
METTL16	2	5.555555555555555	TCGA-DX-AB3C-01, TCGA-DX-A7EQ-01
MNAT1	2	5.555555555555555	THR39_1363_S01, THR39_1370_S01
MRAP2	2	5.555555555555555	THR39_1370_S01, THR31_1393_S01
MT3	2	5.555555555555555	TCGA-DX-AB3C-01, TCGA-DX-A7EQ-01
MTND1P23	2	5.555555555555555	THR31_1386_S01, TCGA-DX-A7EQ-01
MUTYH	2	5.555555555555555	THR39_1373_S01, THR39_1378_S01
NAP1L3	2	5.555555555555555	THR39_1367_S01, THR39_1372_S01
NDUFA4L2	2	5.555555555555555	TCGA-DX-AB3C-01, THR39_1362_S01
NET1	2	5.555555555555555	THR39_1361_S01, THR39_1365_S01
NKAIN4	2	5.555555555555555	TH03_0112_S01, TCGA-DX-A7EQ-01
NKX6-2	2	5.555555555555555	THR39_1362_S01, TCGA-DX-A7EQ-01
NLGN3	2	5.555555555555555	TH03_0112_S01, THR39_1372_S01
NONO	2	5.555555555555555	TH03_0112_S01, TH03_0112_S02
NPB	2	5.555555555555555	THR39_1372_S01, TCGA-DX-A7EQ-01
NPIPP1	2	5.555555555555555	TCGA-DX-AB3C-01, THR39_1378_S01
NR1D1	2	5.555555555555555	TH03_0112_S01, THR39_1366_S01
NR1D2	2	5.555555555555555	THR39_1361_S01, THR31_1392_S01
NTF3	2	5.555555555555555	TH03_0112_S01, TH03_0156_S01
NXPH4	2	5.555555555555555	THR39_1362_S01, THR31_1386_S01
OSBPL11	2	5.555555555555555	TCGA-FX-A8OO-01, TH03_0156_S01
PAGR1	2	5.555555555555555	THR39_1373_S01, THR39_1368_S01
PBX3	2	5.555555555555555	TCGA-X6-A8C7-01, THR31_1386_S01
PCBP1-AS1	2	5.555555555555555	TCGA-DX-AB3C-01, TCGA-DX-A7EQ-01
PCDH8	2	5.555555555555555	THR39_1367_S01, THR39_1371_S01
PCDHB16	2	5.555555555555555	THR31_1386_S01, THR31_1393_S01
PCOLCE2	2	5.555555555555555	THR39_1361_S01, THR39_1372_S01
PDE1A	2	5.555555555555555	TCGA-WK-A8XT-01, TH03_0156_S01
PDE4A	2	5.555555555555555	THR39_1360_S01, THR31_1386_S01
PDIA2	2	5.555555555555555	THR39_1362_S01, TCGA-DX-A7EQ-01
PER3	2	5.555555555555555	THR39_1360_S01, THR39_1361_S01
PGA4	2	5.555555555555555	THR39_1365_S01, THR39_1375_S01
PI4KAP2	2	5.555555555555555	THR39_1360_S01, THR31_1386_S01
PIANP	2	5.555555555555555	TCGA-DX-A7ER-01, TH27_0976_S01
PKDCC	2	5.555555555555555	THR39_1373_S01, THR39_1369_S01
POLR1E	2	5.555555555555555	TCGA-FX-A8OO-01, THR39_1363_S01
POLRMT	2	5.555555555555555	TCGA-DX-AB3C-01, TCGA-DX-A7EQ-01
PRICKLE1	2	5.555555555555555	THR39_1360_S01, THR39_1371_S01
PRPF39	2	5.555555555555555	THR39_1373_S01, THR39_1376_S01
PRSS35	2	5.555555555555555	THR39_1370_S01, THR31_1393_S01
PTMS	2	5.555555555555555	TH03_0112_S01, TH27_0976_S01
QTRT1	2	5.555555555555555	THR39_1378_S01, TCGA-DX-A7EQ-01
RFTN2	2	5.555555555555555	THR39_1360_S01, THR31_1386_S01
RFXANK	2	5.555555555555555	TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
RIPPLY2	2	5.555555555555555	THR39_1370_S01, THR31_1393_S01
RNA5SP216	2	5.555555555555555	TH03_0112_S02, THR39_1374_S01
RNF25	2	5.555555555555555	TH03_0112_S01, THR31_1386_S01
ROBO2	2	5.555555555555555	TH03_0112_S01, THR39_1368_S01
RP11-166D19.1	2	5.555555555555555	TH27_0976_S01, THR39_1369_S01
RP11-229E13.4	2	5.555555555555555	THR39_1364_S01, THR39_1372_S01
RP11-244F12.2	2	5.555555555555555	THR39_1372_S01, TCGA-DX-A7EQ-01
RP11-307C12.12	2	5.555555555555555	THR39_1378_S01, TCGA-DX-A7EQ-01
RP11-326C3.2	2	5.555555555555555	THR39_1365_S01, THR39_1377_S01
RP11-343H5.4	2	5.555555555555555	TH03_0156_S01, THR39_1368_S01
RP11-442H21.2	2	5.555555555555555	TCGA-DX-AB3C-01, TCGA-DX-A7EQ-01
RP11-474O21.5	2	5.555555555555555	THR39_1370_S01, TH27_0976_S01
RP11-498C9.13	2	5.555555555555555	TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
RP11-54O7.14	2	5.555555555555555	THR39_1378_S01, TCGA-DX-A7EQ-01
RP11-638I2.6	2	5.555555555555555	THR39_1378_S01, TCGA-DX-A7EQ-01
RP11-79D8.2	2	5.555555555555555	TCGA-X6-A8C7-01, TCGA-WK-A8XT-01
RP3-395M20.12	2	5.555555555555555	THR39_1362_S01, TCGA-DX-A7EQ-01
RP6-24A23.7	2	5.555555555555555	TCGA-DX-AB3C-01, TH03_0156_S01
RPL13	2	5.555555555555555	TCGA-DX-AB3C-01, TCGA-DX-A7EQ-01
RPL17	2	5.555555555555555	TCGA-DX-A7ER-01, THR31_1393_S01
RPL21	2	5.555555555555555	THR39_1374_S01, TCGA-DX-A7EQ-01
RPL27A	2	5.555555555555555	TCGA-DX-AB3C-01, TCGA-DX-A7EQ-01
RPL34	2	5.555555555555555	TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
RPL34P18	2	5.555555555555555	TH03_0112_S01, TH03_0112_S02
RPS11	2	5.555555555555555	TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
RPS29	2	5.555555555555555	THR31_1392_S01, THR31_1393_S01
RPS2P5	2	5.555555555555555	THR39_1376_S01, THR39_1374_S01
RPS3A	2	5.555555555555555	TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
RPS9	2	5.555555555555555	TCGA-MJ-A850-01, TCGA-DX-A7ER-01
RTN4R	2	5.555555555555555	TH03_0112_S01, THR39_1372_S01
RTN4RL1	2	5.555555555555555	THR31_1386_S01, THR39_1368_S01
SCGB3A1	2	5.555555555555555	TH03_0112_S02, THR31_1393_S01
SDK1	2	5.555555555555555	TCGA-DX-AB3C-01, THR39_1360_S01
SEMA3D	2	5.555555555555555	TCGA-WK-A8XT-01, THR31_1392_S01
SEMA5B	2	5.555555555555555	TCGA-DX-A7ER-01, THR39_1373_S01
SFTPB	2	5.555555555555555	TH03_0112_S02, THR31_1393_S01
SFTPC	2	5.555555555555555	TH03_0112_S02, THR31_1393_S01
SHC1	2	5.555555555555555	TCGA-X6-A8C7-01, TH27_0976_S01
SIM2	2	5.555555555555555	THR39_1373_S01, THR31_1386_S01
SLC22A31	2	5.555555555555555	THR39_1372_S01, TCGA-DX-A7EQ-01
SLC38A6	2	5.555555555555555	THR39_1363_S01, THR39_1370_S01
SLC9A3	2	5.555555555555555	THR39_1362_S01, THR39_1372_S01
SLN	2	5.555555555555555	TCGA-DX-AB3C-01, TCGA-Z4-AAPF-01
SNAI2	2	5.555555555555555	THR39_1361_S01, THR31_1386_S01
SNAP91	2	5.555555555555555	THR39_1370_S01, THR31_1393_S01
SNORA47	2	5.555555555555555	THR39_1364_S01, THR39_1378_S01
SNRPGP10	2	5.555555555555555	TH03_0112_S01, TH03_0112_S02
SNX32	2	5.555555555555555	THR39_1376_S01, THR39_1378_S01
SON	2	5.555555555555555	THR39_1366_S01, THR39_1368_S01
SPATS2	2	5.555555555555555	THR39_1364_S01, TH27_0976_S01
SPRR2A	2	5.555555555555555	TCGA-MJ-A850-01, THR39_1362_S01
SRP14	2	5.555555555555555	TH03_0112_S01, TH03_0112_S02
SSBP2	2	5.555555555555555	TH03_0112_S01, THR39_1372_S01
SSBP4	2	5.555555555555555	TH03_0112_S01, TCGA-DX-A7EQ-01
SSX2B	2	5.555555555555555	THR39_1369_S01, THR39_1372_S01
TAZ	2	5.555555555555555	TCGA-X6-A8C7-01, THR39_1368_S01
TCAP	2	5.555555555555555	TCGA-Z4-AAPF-01, TCGA-DX-A7EQ-01
TEF	2	5.555555555555555	THR39_1360_S01, THR39_1361_S01
TERF1	2	5.555555555555555	THR31_1392_S01, THR39_1369_S01
TIA1	2	5.555555555555555	THR39_1373_S01, THR39_1376_S01
TMEM130	2	5.555555555555555	TCGA-DX-A7ER-01, TH27_0976_S01
TMEM131	2	5.555555555555555	THR31_1386_S01, THR39_1368_S01
TMEM184C	2	5.555555555555555	THR31_1392_S01, TH27_0976_S01
TMEM198B	2	5.555555555555555	THR39_1371_S01, THR31_1386_S01
TNNC1	2	5.555555555555555	TCGA-Z4-AAPF-01, THR39_1365_S01
TOR1A	2	5.555555555555555	THR31_1386_S01, TH27_0976_S01
TRDC	2	5.555555555555555	THR39_1371_S01, THR39_1372_S01
TRO	2	5.555555555555555	THR39_1369_S01, THR39_1372_S01
TSPAN9	2	5.555555555555555	TCGA-X6-A8C7-01, THR39_1362_S01
TSPYL2	2	5.555555555555555	THR31_1386_S01, THR39_1369_S01
TTC23	2	5.555555555555555	THR31_1386_S01, THR39_1368_S01
U82695.5	2	5.555555555555555	TCGA-DX-AB3C-01, THR39_1372_S01
UBE2A	2	5.555555555555555	THR39_1364_S01, THR39_1372_S01
UBQLN2	2	5.555555555555555	THR39_1360_S01, THR39_1372_S01
UNC5C	2	5.555555555555555	THR31_1386_S01, THR39_1372_S01
UNC93A	2	5.555555555555555	THR39_1363_S01, THR39_1364_S01
USP46	2	5.555555555555555	THR39_1370_S01, THR39_1368_S01
VAMP7	2	5.555555555555555	THR39_1364_S01, THR39_1369_S01
VASH2	2	5.555555555555555	THR39_1363_S01, THR39_1374_S01
VAT1L	2	5.555555555555555	TCGA-DX-AB3C-01, THR39_1368_S01
VBP1	2	5.555555555555555	THR39_1364_S01, THR39_1372_S01
VPS51	2	5.555555555555555	TCGA-DX-A7ER-01, THR31_1386_S01
WBP1L	2	5.555555555555555	THR39_1375_S01, TH27_0976_S01
WBSCR17	2	5.555555555555555	TH03_0112_S01, TH03_0112_S02
WDR18	2	5.555555555555555	THR39_1362_S01, TCGA-DX-A7EQ-01
WSCD1	2	5.555555555555555	THR39_1364_S01, THR39_1372_S01
XPNPEP1	2	5.555555555555555	THR39_1364_S01, TH03_0156_S01
ZIC4	2	5.555555555555555	THR39_1364_S01, THR39_1373_S01
ZMYM3	2	5.555555555555555	THR31_1386_S01, THR39_1372_S01
ZNF276	2	5.555555555555555	THR39_1370_S01, THR39_1376_S01
ZNF317	2	5.555555555555555	TCGA-DX-AB3C-01, TCGA-DX-A7EQ-01
ZNF467	2	5.555555555555555	THR31_1386_S01, THR31_1393_S01
ZNF503	2	5.555555555555555	TCGA-DX-A7ER-01, THR39_1361_S01
ZNF581	2	5.555555555555555	TCGA-DX-A7ER-01, TCGA-DX-A7EQ-01
ZNF595	2	5.555555555555555	TCGA-DX-AB3B-01, TCGA-FX-A8OO-01
ZRANB2	2	5.555555555555555	THR39_1375_S01, THR39_1369_S01
AAAS	1	2.7777777777777777	THR31_1386_S01
ABCD1	1	2.7777777777777777	THR31_1386_S01
AC002456.2	1	2.7777777777777777	THR39_1378_S01
AC005306.3	1	2.7777777777777777	THR39_1378_S01
AC005523.2	1	2.7777777777777777	TCGA-Z4-AAPF-01
AC005606.15	1	2.7777777777777777	TCGA-DX-A7EQ-01
AC007192.6	1	2.7777777777777777	TCGA-DX-A7EQ-01
AC009005.2	1	2.7777777777777777	TCGA-DX-A7EO-01
AC055736.1	1	2.7777777777777777	THR39_1366_S01
AC137695.1	1	2.7777777777777777	THR39_1361_S01
ACAP2	1	2.7777777777777777	THR39_1368_S01
ACKR3	1	2.7777777777777777	THR39_1362_S01
ACSF3	1	2.7777777777777777	THR39_1362_S01
ACTA1	1	2.7777777777777777	TCGA-Z4-AAPF-01
ACTC1	1	2.7777777777777777	TCGA-Z4-AAPF-01
ACTN2	1	2.7777777777777777	TCGA-Z4-AAPF-01
ADAMTS13	1	2.7777777777777777	THR39_1378_S01
ADCK3	1	2.7777777777777777	TCGA-Z4-AAPF-01
ADD3	1	2.7777777777777777	THR39_1364_S01
ADGRD1	1	2.7777777777777777	THR39_1372_S01
ADPRHL1	1	2.7777777777777777	THR39_1362_S01
AGMO	1	2.7777777777777777	THR39_1368_S01
AGPAT2	1	2.7777777777777777	TCGA-DX-A7EQ-01
AIRE	1	2.7777777777777777	THR39_1362_S01
AJAP1	1	2.7777777777777777	THR39_1368_S01
ALG13	1	2.7777777777777777	THR39_1372_S01
ALKBH7	1	2.7777777777777777	TCGA-DX-A7EQ-01
ALX4	1	2.7777777777777777	THR39_1367_S01
AMH	1	2.7777777777777777	THR39_1368_S01
ANGEL2	1	2.7777777777777777	THR39_1368_S01
ANGPTL7	1	2.7777777777777777	TCGA-Z4-AAPF-01
ANKRD1	1	2.7777777777777777	TCGA-Z4-AAPF-01
ANKRD17	1	2.7777777777777777	THR39_1368_S01
ANKRD2	1	2.7777777777777777	TCGA-Z4-AAPF-01
ANKRD23	1	2.7777777777777777	TCGA-Z4-AAPF-01
ANKRD50	1	2.7777777777777777	THR31_1392_S01
AP001615.9	1	2.7777777777777777	TCGA-DX-A7EQ-01
AP2A1	1	2.7777777777777777	THR31_1386_S01
AP2S1	1	2.7777777777777777	TCGA-DX-A7EQ-01
APOBEC2	1	2.7777777777777777	TCGA-Z4-AAPF-01
AQP1	1	2.7777777777777777	THR39_1373_S01
AQP5	1	2.7777777777777777	THR39_1362_S01
ARFRP1	1	2.7777777777777777	TCGA-DX-A7EQ-01
ARHGDIA	1	2.7777777777777777	TCGA-DX-A7EQ-01
ARHGDIG	1	2.7777777777777777	THR39_1362_S01
ARHGEF25	1	2.7777777777777777	THR39_1369_S01
ARHGEF40	1	2.7777777777777777	TH27_0976_S01
ARID1A	1	2.7777777777777777	THR31_1386_S01
ARID5B	1	2.7777777777777777	THR39_1368_S01
ARL15	1	2.7777777777777777	THR39_1363_S01
ARL16	1	2.7777777777777777	THR39_1372_S01
ARL6IP4	1	2.7777777777777777	TCGA-DX-A7EQ-01
ARMC12	1	2.7777777777777777	THR39_1378_S01
ARMC5	1	2.7777777777777777	TCGA-DX-A7EQ-01
ARNTL	1	2.7777777777777777	TH03_0112_S02
ASB6	1	2.7777777777777777	TH27_0976_S01
ASH2L	1	2.7777777777777777	THR39_1369_S01
ASPSCR1	1	2.7777777777777777	TCGA-DX-A7EQ-01
ATF2	1	2.7777777777777777	TH27_0976_S01
ATF3	1	2.7777777777777777	THR39_1371_S01
ATG4B	1	2.7777777777777777	THR31_1386_S01
ATG9A	1	2.7777777777777777	THR31_1386_S01
ATOX1	1	2.7777777777777777	TCGA-DX-A7EQ-01
ATP5D	1	2.7777777777777777	TCGA-DX-A7EQ-01
ATP5I	1	2.7777777777777777	TCGA-DX-A7EQ-01
ATP5O	1	2.7777777777777777	TCGA-DX-A7EQ-01
ATRX	1	2.7777777777777777	THR39_1369_S01
ATXN3	1	2.7777777777777777	THR39_1378_S01
AURKAIP1	1	2.7777777777777777	TCGA-DX-A7EQ-01
B3GAT1	1	2.7777777777777777	THR39_1372_S01
BAHCC1	1	2.7777777777777777	THR39_1362_S01
BCAN	1	2.7777777777777777	TH03_0156_S01
BCL2L11	1	2.7777777777777777	THR31_1386_S01
BIN1	1	2.7777777777777777	TCGA-Z4-AAPF-01
BIRC7	1	2.7777777777777777	TCGA-DX-A7EQ-01
BIVM	1	2.7777777777777777	THR39_1368_S01
BLOC1S5-TXNDC5	1	2.7777777777777777	THR39_1376_S01
BMS1P8	1	2.7777777777777777	THR39_1378_S01
BOD1L1	1	2.7777777777777777	THR39_1372_S01
BOK	1	2.7777777777777777	THR31_1386_S01
BPIFB4	1	2.7777777777777777	TCGA-DX-AB3B-01
BRSK1	1	2.7777777777777777	THR39_1368_S01
BSCL2	1	2.7777777777777777	TCGA-DX-A7EQ-01
C12orf10	1	2.7777777777777777	THR31_1386_S01
C14orf2	1	2.7777777777777777	TCGA-DX-A7EQ-01
C15orf57	1	2.7777777777777777	THR39_1367_S01
C19orf47	1	2.7777777777777777	TCGA-Z4-AAPF-01
C19orf60	1	2.7777777777777777	TCGA-DX-A7EQ-01
C19orf70	1	2.7777777777777777	TCGA-DX-A7EQ-01
C21orf91	1	2.7777777777777777	THR39_1374_S01
C2orf40	1	2.7777777777777777	TCGA-DX-AB3B-01
C2orf82	1	2.7777777777777777	TCGA-DX-A7EQ-01
C5orf45	1	2.7777777777777777	TCGA-DX-A7EQ-01
C6orf136	1	2.7777777777777777	THR39_1378_S01
C6orf48	1	2.7777777777777777	TCGA-WK-A8XT-01
C8orf22	1	2.7777777777777777	TCGA-Z4-AAPF-01
C8orf88	1	2.7777777777777777	TCGA-FX-A8OO-01
CA2	1	2.7777777777777777	THR39_1372_S01
CA3-AS1	1	2.7777777777777777	THR39_1372_S01
CACNB1	1	2.7777777777777777	TCGA-Z4-AAPF-01
CACNG1	1	2.7777777777777777	TCGA-Z4-AAPF-01
CACTIN	1	2.7777777777777777	TCGA-DX-A7EQ-01
CALCRL	1	2.7777777777777777	THR39_1361_S01
CALN1	1	2.7777777777777777	THR31_1393_S01
CALR	1	2.7777777777777777	TCGA-DX-A7EQ-01
CAMK2B	1	2.7777777777777777	TCGA-DX-A7EQ-01
CAPN12	1	2.7777777777777777	TCGA-DX-A7EQ-01
CAPN3	1	2.7777777777777777	TCGA-Z4-AAPF-01
CAPRIN2	1	2.7777777777777777	THR39_1369_S01
CAPZB	1	2.7777777777777777	TCGA-DX-AB3B-01
CASQ1	1	2.7777777777777777	TCGA-Z4-AAPF-01
CASQ2	1	2.7777777777777777	TCGA-Z4-AAPF-01
CBFA2T3	1	2.7777777777777777	THR31_1393_S01
CBLB	1	2.7777777777777777	THR39_1374_S01
CBWD7	1	2.7777777777777777	THR39_1378_S01
CBX1	1	2.7777777777777777	THR39_1371_S01
CBX8	1	2.7777777777777777	THR39_1360_S01
CCDC14	1	2.7777777777777777	THR39_1371_S01
CCDC144NL-AS1	1	2.7777777777777777	THR31_1393_S01
CCDC152	1	2.7777777777777777	TCGA-DX-A7EQ-01
CCDC154	1	2.7777777777777777	THR39_1378_S01
CCDC180	1	2.7777777777777777	THR39_1378_S01
CCDC34	1	2.7777777777777777	TCGA-X6-A8C7-01
CCDC78	1	2.7777777777777777	THR39_1362_S01
CCDC88B	1	2.7777777777777777	TCGA-DX-A7EQ-01
CCDC91	1	2.7777777777777777	THR39_1372_S01
CCDC97	1	2.7777777777777777	THR31_1386_S01
CCNG2	1	2.7777777777777777	THR39_1368_S01
CCNL1	1	2.7777777777777777	THR39_1369_S01
CCS	1	2.7777777777777777	TCGA-DX-A7EQ-01
CDC16	1	2.7777777777777777	THR39_1378_S01
CDC26	1	2.7777777777777777	TCGA-DX-A7EQ-01
CDC42EP4	1	2.7777777777777777	THR39_1365_S01
CDH24	1	2.7777777777777777	THR39_1371_S01
CDH5	1	2.7777777777777777	THR39_1366_S01
CDO1	1	2.7777777777777777	TCGA-DX-AB3B-01
CEND1	1	2.7777777777777777	TCGA-DX-A7EQ-01
CENPP	1	2.7777777777777777	TH03_0112_S02
CENPT	1	2.7777777777777777	THR39_1368_S01
CEP131	1	2.7777777777777777	TCGA-DX-A7EQ-01
CEP95	1	2.7777777777777777	THR39_1371_S01
CERK	1	2.7777777777777777	THR39_1362_S01
CES4A	1	2.7777777777777777	TH03_0156_S01
CFAP20	1	2.7777777777777777	THR31_1386_S01
CGGBP1	1	2.7777777777777777	THR39_1367_S01
CH17-262H11.1	1	2.7777777777777777	THR39_1370_S01
CH507-152C13.3	1	2.7777777777777777	THR39_1362_S01
CH507-513H4.3	1	2.7777777777777777	THR39_1378_S01
CH507-513H4.4	1	2.7777777777777777	THR39_1378_S01
CH507-513H4.6	1	2.7777777777777777	THR39_1378_S01
CHID1	1	2.7777777777777777	TCGA-DX-A7EQ-01
CHRNA1	1	2.7777777777777777	TCGA-Z4-AAPF-01
CHSY1	1	2.7777777777777777	THR31_1386_S01
CHTF18	1	2.7777777777777777	TCGA-DX-A7EQ-01
CKM	1	2.7777777777777777	TCGA-Z4-AAPF-01
CKMT2	1	2.7777777777777777	TCGA-Z4-AAPF-01
CLASRP	1	2.7777777777777777	THR39_1378_S01
CLDN5	1	2.7777777777777777	TCGA-DX-A7EQ-01
CLDN6	1	2.7777777777777777	TCGA-DX-A7EO-01
CLDN9	1	2.7777777777777777	TCGA-DX-A7EO-01
CLEC11A	1	2.7777777777777777	THR39_1377_S01
CLMP	1	2.7777777777777777	THR39_1371_S01
CMYA5	1	2.7777777777777777	TCGA-Z4-AAPF-01
CNOT3	1	2.7777777777777777	THR31_1386_S01
CNTROB	1	2.7777777777777777	TCGA-DX-AB3C-01
COL14A1	1	2.7777777777777777	THR39_1369_S01
COL25A1	1	2.7777777777777777	TCGA-X6-A8C7-01
COL26A1	1	2.7777777777777777	THR39_1371_S01
COL5A2	1	2.7777777777777777	THR39_1360_S01
COL8A2	1	2.7777777777777777	THR39_1371_S01
COMMD6	1	2.7777777777777777	TCGA-DX-A7EQ-01
COMP	1	2.7777777777777777	TCGA-Z4-AAPF-01
COPS4	1	2.7777777777777777	THR39_1368_S01
CORO6	1	2.7777777777777777	TCGA-Z4-AAPF-01
COX18	1	2.7777777777777777	THR39_1368_S01
COX4I1	1	2.7777777777777777	TCGA-DX-A7EQ-01
COX6A2	1	2.7777777777777777	TCGA-Z4-AAPF-01
CPLX1	1	2.7777777777777777	THR39_1372_S01
CPXM1	1	2.7777777777777777	TH27_0976_S01
CPXM2	1	2.7777777777777777	TCGA-DX-AB3B-01
CRELD2	1	2.7777777777777777	THR39_1372_S01
CREM	1	2.7777777777777777	THR39_1371_S01
CRHR1	1	2.7777777777777777	TCGA-DX-AB3C-01
CRYAA	1	2.7777777777777777	THR39_1362_S01
CSAD	1	2.7777777777777777	THR39_1368_S01
CSF3	1	2.7777777777777777	TCGA-MJ-A850-01
CSRNP1	1	2.7777777777777777	THR39_1369_S01
CSRNP2	1	2.7777777777777777	TH27_0976_S01
CSRP3	1	2.7777777777777777	TCGA-Z4-AAPF-01
CTC-558O2.2	1	2.7777777777777777	TCGA-DX-A7EQ-01
CTD-2012J19.2	1	2.7777777777777777	THR39_1364_S01
CTD-2017F17.2	1	2.7777777777777777	THR39_1378_S01
CTD-2228K2.7	1	2.7777777777777777	THR39_1368_S01
CTD-2369P2.4	1	2.7777777777777777	TCGA-DX-A7EQ-01
CTD-2514K5.4	1	2.7777777777777777	TCGA-DX-A7EQ-01
CTD-2545M3.8	1	2.7777777777777777	THR39_1378_S01
CTD-2561B21.7	1	2.7777777777777777	TCGA-DX-A7EQ-01
CTD-2619J13.13	1	2.7777777777777777	TCGA-DX-A7EO-01
CTD-2636A23.2	1	2.7777777777777777	TCGA-DX-A7EQ-01
CTD-3162L10.1	1	2.7777777777777777	THR39_1378_S01
CTIF	1	2.7777777777777777	TCGA-DX-A7EQ-01
CTSG	1	2.7777777777777777	THR39_1375_S01
CUTA	1	2.7777777777777777	TCGA-DX-A7EQ-01
CUTC	1	2.7777777777777777	TCGA-Z4-AAPF-01
CUX2	1	2.7777777777777777	THR31_1386_S01
CYBRD1	1	2.7777777777777777	THR39_1361_S01
CYP1B1	1	2.7777777777777777	THR39_1370_S01
CYP2R1	1	2.7777777777777777	THR39_1378_S01
CYP39A1	1	2.7777777777777777	THR39_1366_S01
CYS1	1	2.7777777777777777	THR39_1362_S01
DACH1	1	2.7777777777777777	THR31_1392_S01
DBH	1	2.7777777777777777	THR39_1362_S01
DBN1	1	2.7777777777777777	TH03_0112_S02
DBP	1	2.7777777777777777	TH03_0112_S01
DCAF4	1	2.7777777777777777	THR31_1393_S01
DCK	1	2.7777777777777777	THR39_1368_S01
DCUN1D4	1	2.7777777777777777	THR39_1372_S01
DCXR	1	2.7777777777777777	TCGA-DX-A7EQ-01
DDIT3	1	2.7777777777777777	THR39_1371_S01
DDN	1	2.7777777777777777	TCGA-Z4-AAPF-01
DDX10	1	2.7777777777777777	TH03_0112_S01
DDX42	1	2.7777777777777777	THR39_1371_S01
DDX49	1	2.7777777777777777	TCGA-DX-AB3C-01
DDX54	1	2.7777777777777777	THR31_1386_S01
DES	1	2.7777777777777777	TCGA-Z4-AAPF-01
DHRS2	1	2.7777777777777777	THR31_1393_S01
DHRS3	1	2.7777777777777777	TCGA-DX-AB3C-01
DIO3	1	2.7777777777777777	TCGA-DX-AB3B-01
DIO3OS	1	2.7777777777777777	THR39_1378_S01
DIRAS3	1	2.7777777777777777	TCGA-FX-A8OO-01
DKK2	1	2.7777777777777777	THR39_1370_S01
DLL1	1	2.7777777777777777	THR39_1362_S01
DLX2	1	2.7777777777777777	THR39_1369_S01
DMPK	1	2.7777777777777777	TCGA-Z4-AAPF-01
DNAH14	1	2.7777777777777777	THR39_1378_S01
DNAJC18	1	2.7777777777777777	THR39_1374_S01
DNAJC27-AS1	1	2.7777777777777777	TCGA-DX-A7EQ-01
DNAJC7	1	2.7777777777777777	TCGA-DX-A7EQ-01
DNAJC9-AS1	1	2.7777777777777777	TCGA-DX-A7EQ-01
DNER	1	2.7777777777777777	THR31_1392_S01
DNLZ	1	2.7777777777777777	TCGA-DX-A7EQ-01
DNM1L	1	2.7777777777777777	THR39_1372_S01
DNM3	1	2.7777777777777777	THR31_1386_S01
DOCK1	1	2.7777777777777777	THR39_1368_S01
DOK5	1	2.7777777777777777	TCGA-DX-AB3C-01
DPH5	1	2.7777777777777777	THR39_1363_S01
DPP7	1	2.7777777777777777	TCGA-DX-A7EQ-01
DPY19L2	1	2.7777777777777777	THR39_1368_S01
DPYD	1	2.7777777777777777	THR39_1374_S01
DRAP1	1	2.7777777777777777	TH03_0112_S01
DRD4	1	2.7777777777777777	THR39_1362_S01
DUSP13	1	2.7777777777777777	TCGA-Z4-AAPF-01
DUSP22	1	2.7777777777777777	THR31_1386_S01
DUSP26	1	2.7777777777777777	TCGA-Z4-AAPF-01
DYNLRB1	1	2.7777777777777777	TH03_0112_S01
DYRK1A	1	2.7777777777777777	THR31_1386_S01
EBPL	1	2.7777777777777777	THR31_1393_S01
EDC3	1	2.7777777777777777	THR31_1386_S01
EDF1	1	2.7777777777777777	TCGA-DX-A7EQ-01
EEF1D	1	2.7777777777777777	TCGA-DX-A7EQ-01
EGFL7	1	2.7777777777777777	TCGA-DX-A7EQ-01
EGLN2	1	2.7777777777777777	TCGA-DX-A7EQ-01
