gene	pc_outlier	pd_outlier	sample_id	expression_in_log2tpm1	pc_high	is_top_5	SS18_fusion_partner	cluster	histology	num_total_samples	Is_a_cancer_gene?	Is a TH druggable gene?	n_ss_samples_with_upoutlier	pct_ss_samples_with_upoutlier
CRLF1	pc_up	NA	TCGA-DX-AB3B-01	9.06080129717	6.78265810013	top5	SSX1	2	monophasic	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	TCGA-MJ-A850-01	9.19486158512	6.78265810013	top5	SSX1	2	monophasic	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	TCGA-X6-A8C7-01	9.30707723479	6.78265810013	top5	SSX1	1	biphasic	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	TCGA-DX-A7EO-01	9.31077168813	6.78265810013	top5	SSX2	2	biphasic	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	TCGA-DX-A7ER-01	9.3650871797	6.78265810013	top5	SSX2	2	monophasic	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	TCGA-DX-AB3C-01	10.5055914599	6.78265810013	top5	SSX2	2	monophasic	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	TCGA-FX-A8OO-01	8.7785860144	6.78265810013	top5	SSX2	3	poorly differentiated	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	TCGA-WK-A8XT-01	9.34491825561	6.78265810013	top5	SSX2	1	monophasic	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	pd_up	TCGA-Z4-AAPF-01	8.85801012513	6.78265810013	top5	SSX2	1	poorly differentiated	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	TH03_0112_S01	9.96965992392	6.78265810013	top5	SSX1	1	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	TH03_0112_S02	9.7691601301	6.78265810013	top5	SSX1	1	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1360_S01	8.93256910641	6.78224086761	top5	SSX1	1	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1361_S01	8.14598307855	6.78224086761	top5	SSX1	1	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1362_S01	10.2605432316	6.78224086761	top5	SSX1	1	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1364_S01	8.08799314636	6.78224086761	top5	SSX1	3	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1365_S01	9.33597088913	6.78224086761	top5	SSX1	1	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1366_S01	8.39484850499	6.78224086761	top5	SSX1	2	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1367_S01	8.31124879044	6.78224086761	top5	SSX1	2	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1370_S01	8.35009939029	6.78224086761	top5	SSX1	3	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1371_S01	8.76785339347	6.78224086761	top5	SSX1	2	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1373_S01	7.84121837392	6.78224086761	top5	SSX1	1	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1375_S01	8.81134257974	6.78224086761	top5	SSX1	1	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1376_S01	8.60151081993	6.78224086761	top5	SSX1	3	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1377_S01	9.12719475099	6.78224086761	top5	SSX1	1	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR31_1386_S01	9.77842215201	6.78224086761	top5	SSX1	1	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR31_1392_S01	8.53364121178	6.78224086761	top5	SSX1	1	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR31_1393_S01	8.40105015932	6.78224086761	top5	SSX1	3	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	TH03_0156_S01	8.74305038509	6.78265810013	top5	SSX1	3	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	TH27_0976_S01	8.8498741938	6.78265810013	top5	SSX1	1	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1368_S01	9.25181375453	6.78224086761	top5	SSX2	1	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1369_S01	8.73531908093	6.78224086761	top5	SSX2	1	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1372_S01	11.0500594942	6.78224086761	top5	SSX2	2	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1374_S01	8.01161863122	6.78224086761	top5	SSX2	3	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	THR39_1378_S01	7.64695465446	6.78224086761	top5	SSX2	2	NA	36	FALSE	FALSE	35	97.22222222222221
CRLF1	pc_up	NA	TCGA-DX-A7EQ-01	12.2000067059	6.78265810013	top5	NA	2	monophasic	36	FALSE	FALSE	35	97.22222222222221
TMEM59L	pc_up	NA	TCGA-DX-AB3B-01	7.49212836461	4.60592937469	top5	SSX1	2	monophasic	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	TCGA-MJ-A850-01	6.66606424842	4.60592937469	top5	SSX1	2	monophasic	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	TCGA-X6-A8C7-01	7.03483421777	4.60592937469	top5	SSX1	1	biphasic	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	TCGA-DX-A7EO-01	6.29645583896	4.60592937469	top5	SSX2	2	biphasic	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	TCGA-DX-A7ER-01	6.86055743663	4.60592937469	top5	SSX2	2	monophasic	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	TCGA-DX-AB3C-01	7.10093850731	4.60592937469	top5	SSX2	2	monophasic	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	TCGA-FX-A8OO-01	6.54521690609	4.60592937469	top5	SSX2	3	poorly differentiated	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	TCGA-WK-A8XT-01	6.89882997127	4.60592937469	top5	SSX2	1	monophasic	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	TCGA-Z4-AAPF-01	6.2960608808	4.60592937469	top5	SSX2	1	poorly differentiated	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	TH03_0112_S01	8.04848687399	4.60592937469	top5	SSX1	1	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	TH03_0112_S02	7.0096606896500004	4.60592937469	top5	SSX1	1	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR39_1360_S01	7.57463136802	4.60592937469	top5	SSX1	1	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR39_1361_S01	6.25096157353	4.60592937469	top5	SSX1	1	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR39_1362_S01	7.34819700308	4.60592937469	top5	SSX1	1	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR39_1365_S01	7.75848973884	4.60592937469	top5	SSX1	1	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR39_1366_S01	5.99254185911	4.60592937469	top5	SSX1	2	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR39_1367_S01	6.6855197215	4.60592937469	top5	SSX1	2	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR39_1370_S01	5.89214812751	4.60592937469	top5	SSX1	3	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR39_1371_S01	6.62804448262	4.60592937469	top5	SSX1	2	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR39_1373_S01	5.72628628972	4.60592937469	top5	SSX1	1	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR39_1375_S01	6.99288170326	4.60592937469	top5	SSX1	1	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR39_1377_S01	7.37382218722	4.60592937469	top5	SSX1	1	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR31_1386_S01	6.35244074691	4.60592937469	top5	SSX1	1	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR31_1392_S01	7.090535901	4.60592937469	top5	SSX1	1	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR31_1393_S01	5.96162332829	4.60592937469	top5	SSX1	3	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	TH03_0156_S01	6.37347421447	4.60592937469	top5	SSX1	3	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	TH27_0976_S01	7.56658686142	4.60592937469	top5	SSX1	1	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR39_1368_S01	8.05327428227	4.60592937469	top5	SSX2	1	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR39_1369_S01	8.0217573129	4.60592937469	top5	SSX2	1	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR39_1372_S01	7.32409051604	4.60592937469	top5	SSX2	2	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	THR39_1374_S01	5.49024921063	4.60592937469	top5	SSX2	3	NA	36	FALSE	FALSE	32	88.88888888888889
TMEM59L	pc_up	NA	TCGA-DX-A7EQ-01	6.45017974363	4.60592937469	top5	NA	2	monophasic	36	FALSE	FALSE	32	88.88888888888889
DNM3OS	pc_up	NA	TCGA-DX-AB3B-01	6.19491086752	1.93406629562	top5	SSX1	2	monophasic	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	TCGA-MJ-A850-01	6.07464634354	1.93406629562	top5	SSX1	2	monophasic	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	TCGA-X6-A8C7-01	8.01926612645	1.93406629562	top5	SSX1	1	biphasic	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	TCGA-DX-A7EO-01	6.32963390262	1.93406629562	top5	SSX2	2	biphasic	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	TCGA-DX-A7ER-01	6.10499442748	1.93406629562	top5	SSX2	2	monophasic	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	TCGA-DX-AB3C-01	6.69141447281	1.93406629562	top5	SSX2	2	monophasic	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	TCGA-FX-A8OO-01	6.33516447427	1.93406629562	top5	SSX2	3	poorly differentiated	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	TCGA-Z4-AAPF-01	5.62559447834	1.93406629562	top5	SSX2	1	poorly differentiated	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	TH03_0112_S01	6.20672135743	1.93406629562	top5	SSX1	1	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	TH03_0112_S02	5.60644222813	1.93406629562	top5	SSX1	1	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1361_S01	6.43496176019	1.93406629562	top5	SSX1	1	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1363_S01	6.44426950241	1.93406629562	top5	SSX1	3	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1364_S01	7.40343816301	1.93406629562	top5	SSX1	3	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1366_S01	6.42609698971	1.93406629562	top5	SSX1	2	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1367_S01	6.41970742081	1.93406629562	top5	SSX1	2	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1370_S01	6.44078613241	1.93406629562	top5	SSX1	3	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1371_S01	8.98780403327	1.93406629562	top5	SSX1	2	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1373_S01	8.35297033825	1.93406629562	top5	SSX1	1	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1375_S01	7.0392480837	1.93406629562	top5	SSX1	1	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1376_S01	8.05120894091	1.93406629562	top5	SSX1	3	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1377_S01	5.92100780045	1.93406629562	top5	SSX1	1	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR31_1386_S01	6.52622534561	1.93406629562	top5	SSX1	1	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR31_1392_S01	5.50937914891	1.93406629562	top5	SSX1	1	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR31_1393_S01	6.38646609287	1.93406629562	top5	SSX1	3	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	TH03_0156_S01	6.09085343045	1.93406629562	top5	SSX1	3	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1368_S01	7.78489653521	1.93406629562	top5	SSX2	1	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1369_S01	6.92350576833	1.93406629562	top5	SSX2	1	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1372_S01	7.46123386127	1.93406629562	top5	SSX2	2	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1374_S01	5.98185265329	1.93406629562	top5	SSX2	3	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	THR39_1378_S01	4.55336050334	1.93406629562	top5	SSX2	2	NA	36	FALSE	FALSE	31	86.11111111111111
DNM3OS	pc_up	NA	TCGA-DX-A7EQ-01	4.71206891517	1.93406629562	top5	NA	2	monophasic	36	FALSE	FALSE	31	86.11111111111111
MEOX2	pc_up	NA	TCGA-DX-AB3B-01	7.51778675014	3.30037212372	top5	SSX1	2	monophasic	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	TCGA-MJ-A850-01	6.91241573389	3.30037212372	top5	SSX1	2	monophasic	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	TCGA-DX-A7EO-01	6.85004888122	3.30037212372	top5	SSX2	2	biphasic	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	TCGA-DX-A7ER-01	7.54583411273	3.30037212372	top5	SSX2	2	monophasic	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	TCGA-DX-AB3C-01	8.2834337478	3.30037212372	top5	SSX2	2	monophasic	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	TCGA-FX-A8OO-01	8.94861996685	3.30037212372	top5	SSX2	3	poorly differentiated	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	TCGA-WK-A8XT-01	8.47336153814	3.30037212372	top5	SSX2	1	monophasic	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	TCGA-Z4-AAPF-01	5.32657404389	3.30037212372	top5	SSX2	1	poorly differentiated	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	TH03_0112_S01	8.26673969919	3.30037212372	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	TH03_0112_S02	8.50151876189	3.30037212372	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR39_1360_S01	8.14873077917	3.30720639229	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR39_1361_S01	7.88282643114	3.30720639229	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR39_1363_S01	7.11488753405	3.30720639229	top5	SSX1	3	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR39_1364_S01	7.36474750602	3.30720639229	top5	SSX1	3	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR39_1366_S01	8.08390475991	3.30720639229	top5	SSX1	2	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR39_1367_S01	8.21936215781	3.30720639229	top5	SSX1	2	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR39_1370_S01	8.74627917124	3.30720639229	top5	SSX1	3	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR39_1371_S01	5.88971689162	3.30720639229	top5	SSX1	2	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR39_1373_S01	8.84366985292	3.30720639229	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR39_1375_S01	6.83137058797	3.30720639229	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR39_1376_S01	8.08873524619	3.30720639229	top5	SSX1	3	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR31_1386_S01	7.75749001942	3.30720639229	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR31_1392_S01	7.86950131039	3.30720639229	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR31_1393_S01	8.06732679328	3.30720639229	top5	SSX1	3	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	TH03_0156_S01	8.49393548558	3.30037212372	top5	SSX1	3	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	TH27_0976_S01	6.70238050162	3.30037212372	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR39_1368_S01	8.47313748777	3.30720639229	top5	SSX2	1	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR39_1372_S01	7.97613447283	3.30720639229	top5	SSX2	2	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR39_1374_S01	7.11009175193	3.30720639229	top5	SSX2	3	NA	36	FALSE	FALSE	30	83.33333333333334
MEOX2	pc_up	NA	THR39_1378_S01	6.29700794927	3.30720639229	top5	SSX2	2	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	TCGA-DX-AB3B-01	7.01707140909	5.16609859467	top5	SSX1	2	monophasic	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	TCGA-MJ-A850-01	5.2960614411	5.16609859467	top5	SSX1	2	monophasic	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	TCGA-X6-A8C7-01	6.99603655196	5.16609859467	top5	SSX1	1	biphasic	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	TCGA-DX-A7EO-01	8.02753500404	5.16609859467	top5	SSX2	2	biphasic	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	TCGA-DX-A7ER-01	9.06389583871	5.16609859467	top5	SSX2	2	monophasic	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	TCGA-DX-AB3C-01	7.50734425506	5.16609859467	top5	SSX2	2	monophasic	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	TCGA-FX-A8OO-01	5.99862150262	5.16609859467	top5	SSX2	3	poorly differentiated	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	TCGA-WK-A8XT-01	6.43584610614	5.16609859467	top5	SSX2	1	monophasic	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	TCGA-Z4-AAPF-01	6.68329385434	5.16609859467	top5	SSX2	1	poorly differentiated	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	TH03_0112_S01	8.03259679456	5.16609859467	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	TH03_0112_S02	7.23285259178	5.16609859467	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR39_1360_S01	7.35983739296	5.16615390778	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR39_1361_S01	5.87381319836	5.16615390778	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR39_1362_S01	5.96462966672	5.16615390778	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR39_1364_S01	5.8376910004300004	5.16615390778	top5	SSX1	3	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR39_1365_S01	6.59215800213	5.16615390778	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR39_1366_S01	5.96393645214	5.16615390778	top5	SSX1	2	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR39_1367_S01	6.31469652566	5.16615390778	top5	SSX1	2	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR39_1371_S01	6.58240546354	5.16615390778	top5	SSX1	2	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR39_1373_S01	6.60555359549	5.16615390778	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR39_1375_S01	6.68285416857	5.16615390778	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR39_1377_S01	6.11040500674	5.16615390778	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR31_1386_S01	6.36264521779	5.16615390778	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR31_1393_S01	7.07660184862	5.16615390778	top5	SSX1	3	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	TH27_0976_S01	8.52849318119	5.16609859467	top5	SSX1	1	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR39_1368_S01	6.56117336523	5.16615390778	top5	SSX2	1	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR39_1369_S01	7.94900958433	5.16615390778	top5	SSX2	1	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR39_1372_S01	6.3689429144	5.16615390778	top5	SSX2	2	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	THR39_1378_S01	5.43262541143	5.16615390778	top5	SSX2	2	NA	36	FALSE	FALSE	30	83.33333333333334
SCX	pc_up	NA	TCGA-DX-A7EQ-01	7.1608085422	5.16609859467	top5	NA	2	monophasic	36	FALSE	FALSE	30	83.33333333333334
SHISA2	pc_up	NA	TCGA-DX-AB3B-01	8.58805063871	6.07685422897	top5	SSX1	2	monophasic	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	TCGA-X6-A8C7-01	8.26010908416	6.07685422897	top5	SSX1	1	biphasic	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	TCGA-DX-A7EO-01	6.6131001435	6.07685422897	top5	SSX2	2	biphasic	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	TCGA-DX-A7ER-01	6.77740000934	6.07685422897	top5	SSX2	2	monophasic	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	TCGA-DX-AB3C-01	7.94884530591	6.07685422897	top5	SSX2	2	monophasic	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	TCGA-FX-A8OO-01	6.63230367678	6.07685422897	top5	SSX2	3	poorly differentiated	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	TCGA-WK-A8XT-01	7.74304381285	6.07685422897	top5	SSX2	1	monophasic	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	TCGA-Z4-AAPF-01	6.84657922606	6.07685422897	top5	SSX2	1	poorly differentiated	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	TH03_0112_S01	8.27863530068	6.07685422897	top5	SSX1	1	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	TH03_0112_S02	7.12629147777	6.07685422897	top5	SSX1	1	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	THR39_1360_S01	7.86418614465	6.07976961136	top5	SSX1	1	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	THR39_1361_S01	7.03287224946	6.07976961136	top5	SSX1	1	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	THR39_1362_S01	6.71740225069	6.07976961136	top5	SSX1	1	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	THR39_1365_S01	7.64537022484	6.07976961136	top5	SSX1	1	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	THR39_1366_S01	7.77049872089	6.07976961136	top5	SSX1	2	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	THR39_1367_S01	7.94374554891	6.07976961136	top5	SSX1	2	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	THR39_1370_S01	6.61131994768	6.07976961136	top5	SSX1	3	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	THR39_1371_S01	7.39411966541	6.07976961136	top5	SSX1	2	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	THR39_1375_S01	7.82068956056	6.07976961136	top5	SSX1	1	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	THR39_1377_S01	6.86987140618	6.07976961136	top5	SSX1	1	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	THR31_1386_S01	7.73829496599	6.07976961136	top5	SSX1	1	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	THR31_1392_S01	7.06253190272	6.07976961136	top5	SSX1	1	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	THR31_1393_S01	8.4410767347	6.07976961136	top5	SSX1	3	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	TH03_0156_S01	7.56734769628	6.07685422897	top5	SSX1	3	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	TH27_0976_S01	6.53060141452	6.07685422897	top5	SSX1	1	NA	36	FALSE	FALSE	29	80.55555555555556
SHISA2	pc_up	NA	THR39_1368_S01	9.29291975555	6.07976961136	top5	SSX2	1	NA	36	FALSE	FALSE	29	80.55555555555556
